id,label_0,label_1,label_2,label_3
100000,0.9999824103852456,1.6841750297801567e-05,3.7229180035817844e-07,3.7557265629937e-07
100001,4.0029103801792525e-05,0.0006935228280149296,0.9992664330756815,1.4992501684255718e-08
100002,1.6778604816874491e-06,1.1008620432086883e-07,8.393617537928575e-07,0.9999973726915602
100003,0.9999731444163137,1.6035274641644423e-05,1.078714460721091e-05,3.316443754343109e-08
100004,0.9999847164180767,2.957121375436698e-06,1.2191239597504039e-05,1.352209504357902e-07
100005,0.9999855941265249,9.699893700002303e-06,4.698252037107213e-06,7.727738048110944e-09
100006,0.9966312718345283,0.003275169522276443,8.27492348829621e-05,1.0809408312405784e-05
100007,0.9999667174303605,1.0097522821772742e-06,3.159174240214928e-05,6.810749552589693e-07
100008,0.9998297555874853,0.00016510632896696233,5.0230639877321144e-06,1.1501956011070398e-07
100009,8.290710677344303e-08,5.186984945191038e-10,1.8533425113182304e-08,0.9999998980407696
100010,0.9999646965056759,2.3581772354331336e-05,1.059424431200556e-05,1.1274776578277743e-06
100011,0.9530186940089027,0.0002583943811753788,0.04672264196576571,2.6964415614513895e-07
100012,0.9982961739614705,0.001129755815905799,0.0005735210712031374,5.491514205368006e-07
100013,0.999927181983702,7.18435100577372e-05,9.734052783044462e-07,1.100961838358256e-09
100014,0.9986691314891942,0.001143301895573384,0.00017469127685164584,1.287533838087259e-05
100015,0.9998099187657712,0.0001885744625182113,1.5047592095897915e-06,2.0125010416272925e-09
100016,0.9999288797003955,6.997204877728943e-05,8.105813712423963e-07,3.376694560779923e-07
100017,1.2620533358839673e-05,2.4205983202055427e-06,0.9999778677370154,7.091131305521129e-06
100018,0.006487898652651714,0.04134787547918595,0.9521581442003038,6.0816678585374685e-06
100019,2.94690532807509e-05,1.9037822737629348e-07,4.867149360442602e-06,0.9999654734191313
100020,0.9999136059011582,4.310408134627801e-05,4.2407787664527e-05,8.822298310740509e-07
100021,1.1337722667708182e-06,3.3575735762445684e-09,5.0173877823818104e-08,0.9999988126962818
100022,0.9999543803404405,4.410978202726801e-05,7.888557992605129e-07,7.210217329369778e-07
100023,0.00024188731500125578,9.399235944662586e-09,2.4188142272802778e-05,0.9997339151434901
100024,0.9999916581694753,6.283364628595215e-06,1.9005689101021168e-06,1.5789698597415494e-07
100025,0.9999212715945989,2.8563001566025356e-05,5.0135894390964014e-05,2.9509444006104804e-08
100026,0.031954568091798044,0.00041652338027241796,0.9676187769075817,1.0131620347918652e-05
100027,0.9999491696852569,5.0401051428920524e-05,1.3178179423646135e-07,2.974815198414147e-07
100028,0.9999762892064995,1.3022186128517143e-05,1.0679388516284571e-05,9.218855808181817e-09
100029,0.9994724874647252,0.0002774448285362209,0.00024903726304971994,1.0304436888983172e-06
100030,0.9996809531159047,0.0003176504493541993,1.3487479848091736e-06,4.768675628231412e-08
100031,0.999897004150531,0.00010198241248624448,9.734009062544258e-07,4.003607645218125e-08
100032,0.027912439973486407,0.972056869114464,3.0446216015010576e-05,2.4469603458054333e-07
100033,0.9995514021459178,0.00043746400685965313,1.6249387339973717e-06,9.508908488568777e-06
100034,0.9998710213583006,0.00012858002755766003,3.7663687688382087e-07,2.1977264918962532e-08
100035,0.9998719507045444,0.00012282275016206693,5.1835212657125436e-06,4.3024027939419526e-08
100036,0.9999423656100731,1.1577763674904245e-06,5.630471687196636e-05,1.7189668755866584e-07
100037,0.99993169858975,6.822278736711314e-05,4.421230437981493e-08,3.4410578524921776e-08
100038,0.9995832606749471,0.00012697834652725847,0.00028581639672893864,3.944581796773861e-06
100039,0.550849485471822,0.0037369639856497856,0.00045278361142768296,0.4449607669311006
100040,0.9998600621634148,0.00013899272018115267,9.416960469016596e-07,3.420357060764077e-09
100041,0.9982172386136107,0.0017824183844311566,3.418126613327077e-07,1.1892967747358554e-09
100042,0.9999682409749984,2.7171651913549488e-05,4.311828347426376e-06,2.7554474067884734e-07
100043,0.9994793409542462,0.0005204276713041574,2.0178955642905312e-07,2.9584893106738697e-08
100044,0.9999966544113785,1.4252388245964128e-06,1.907401596410442e-06,1.2948200361141927e-08
100045,0.9995507085256987,0.0004446460710900976,4.589236573290718e-06,5.616663782867602e-08
100046,0.9999853609236947,5.619103103719362e-06,8.71176152332718e-06,3.082116781351132e-07
100047,0.013917527916005062,0.0011548785630537315,0.984925587773193,2.0057477482567256e-06
100048,0.001025188571188235,7.835094117285158e-05,0.007147542843365414,0.9917489176442735
100049,0.9987496592156224,0.0012257931257550455,9.755589486843989e-06,1.4792069135600848e-05
100050,0.987668239072649,0.00017572733226945713,0.012141988302909553,1.4045292171992046e-05
100051,0.999915001019892,3.6117323306895057e-05,3.943308304014639e-05,9.44857376111812e-06
100052,7.391588200496644e-05,5.305169347083086e-06,0.9999207504768567,2.8471791195040852e-08
100053,1.574179111361351e-05,3.5234663554893746e-07,0.9999838924585018,1.3403748912482827e-08
100054,0.999983599107076,6.047175568997961e-06,1.0265676641795085e-05,8.804071300727064e-08
100055,0.9996940755129744,0.0002678715262112183,3.785901979246713e-05,1.9394102198831148e-07
100056,0.9999891268567206,6.077111060307458e-06,4.720339686081493e-06,7.569253303854352e-08
100057,0.9999626087849981,2.0541885292292164e-05,1.681451727811241e-05,3.4812431460299405e-08
100058,0.9997713508487577,6.832742383169147e-05,0.00015933031437915393,9.914130315431293e-07
100059,0.999975250326419,1.868156707239703e-05,6.061703302706731e-06,6.403205907364198e-09
